filename,clust
input\kasumi_wav\文化祭もオーディションも一緒に出られたら、きっとすごくキラキラドキドキできる気がする！.wav,0
input\kasumi_wav\文化祭実行委員長をやったんですけど、これがもうすっごく楽しくて！いろんなことをたくさん経験できて、最高でした！.wav,0
input\kasumi_wav\新しい学校に新しい制服！何かキラキラすることが始まる気がする！.wav,0
input\kasumi_wav\新しい形のライブになるってことは、ライブが成長するってことだと思います.wav,0
input\kasumi_wav\新曲のことを考えてたら、まりなさんたちにもお礼を言いたくなっちゃって！.wav,1
input\kasumi_wav\新曲のタイトル、どうしようかなー.wav,0
input\kasumi_wav\早くその日にならないかなー。あ～、待ち遠しい……っ！.wav,2
input\kasumi_wav\早く楽器屋さんに行きたくてー。でも、いい運動になったでしょ？.wav,0
input\kasumi_wav\早速みんなに相談してみよう！……って、みんなドレスは持ってるかな？.wav,0
input\kasumi_wav\明るい雰囲気……あっ！　じゃああれやってみよう！パスパレのグラビアみたいなやつ！.wav,0
input\kasumi_wav\明日、有咲の蔵で合わせるんだけど……良かったらロックとましろちゃんも来ないっ！？みんなで、クライブしよっ！.wav,0
input\kasumi_wav\明日がだめなら明後日！ちょっとでも可能性があるなら、諦めたくないです！お願いします！.wav,2
input\kasumi_wav\明日がホントのホントに最後のチャンス。練習、がんばろう…….wav,0
input\kasumi_wav\明日のことなんですけど……あれ？　なんだっけ……？.wav,0
input\kasumi_wav\明日の蔵練で使うものなんですけど……あれ？　なんだっけ……？.wav,1
input\kasumi_wav\明日はどんな天気になるか、楽しみだね！.wav,0
input\kasumi_wav\明日はもっと上手くできると思います！このあとみんなで練習します！.wav,0
input\kasumi_wav\星が一番キレイに見える時間まで起きてるのがすっごく大変で……ついつい寝そうになっちゃって。あはは.wav,0
input\kasumi_wav\星が出るまで待っている間、みんなに星の鼓動の話をしたんだけど、蘭ちゃんもギターをはじめて弾いた時に似た経験をしたんだって！.wav,2
input\kasumi_wav\星に向かって！！.wav,2
input\kasumi_wav\星のポーズ撮りたかったのに……！.wav,0
input\kasumi_wav\星の輝きと同じように、星の鼓動も、過去から未来をつなげる音だったんだなーって.wav,2
input\kasumi_wav\星を越えて……なんかすっごくキラキラドキドキする！.wav,0
input\kasumi_wav\昨日、家で練習してたらベッドの隙間にピックを落としちゃって～…….wav,1
input\kasumi_wav\昨日のクライブ、ホントにサイコーだったね～！なんたって私達が初めて音を合わせた、原点の場所だもん！今の私達にぴったりの場所だったよね！.wav,0
input\kasumi_wav\昨日の話の続き！.wav,0
input\kasumi_wav\昨日はRoseliaだけじゃなくって、全体的にすっごいレベル高かったよね！　ね、有咲？.wav,0
input\kasumi_wav\昨日はごめんね、りみりん。新曲の歌詞がどうしても浮かばなくってさー。寝ちゃってるかもって思ったんだけど、連絡しちゃった.wav,1
input\kasumi_wav\昨日寝る前に練習してたら有咲のこと思い出しちゃった！.wav,0
input\kasumi_wav\昨日見たテレビの話とか、コンビニで買った美味しいお菓子の話とか……洋服の話だってしたいし、勉強の話も、お弁当の話も……ポピパの話もしたいの！.wav,0
input\kasumi_wav\昨日言ってたライブのことなんだけど……やっぱり日程を変えたほうがいいんじゃないかなって思って.wav,1
input\kasumi_wav\昨日頼まれたアレ……？あっ、ライブハウスの備品！！.wav,0
input\kasumi_wav\時間だけがすぎていくー！.wav,2
input\kasumi_wav\普段あんまりドレスを着る機会ってないでしょ？高校生ってイベントごとも制服で乗り切っちゃうし.wav,1
input\kasumi_wav\普段聴かないようなジャンルのバンドがいっぱい出てて、どのバンドもすごく個性的で、お客さんも大盛り上がりでした！.wav,0
input\kasumi_wav\暗くなったら急に眼がさえてきちゃうこと、あるよね.wav,0
input\kasumi_wav\暗くなるのが待ち切れないよ！２人とも、本当にありがとうっ！.wav,2
input\kasumi_wav\曲も１から作ったんだよ〜。えへへ、すごいでしょ？.wav,2
input\kasumi_wav\曲を作った時のこととか、みんなで行った場所とか……いろんなこと考えてるからかなあ？.wav,1
input\kasumi_wav\曲？　おたえ、弾いてくれるの？.wav,1
input\kasumi_wav\最初のメンバーは私と、ひまりちゃんと、つぐと、つくしちゃんだよ！.wav,0
input\kasumi_wav\最初はひとりでワーってなってたけど、有咲とりみりんがいて、おたえも一緒で。さーやも！.wav,1
input\kasumi_wav\最後のほうなんか、草むらから台本にない物音がしたんですよ！.wav,0
input\kasumi_wav\最後の演奏が終わったらみんながステージに戻ってきて部長さんを中心に抱き合ってて……それを見てたら、なんだかじ～んとしちゃったんです.wav,0
input\kasumi_wav\最後は、その広い庭に有咲の声が響き渡ってたよね.wav,2
input\kasumi_wav\最近CMでやってるやつだよね？しっかり濃厚、でも甘すぎない！　って.wav,1
input\kasumi_wav\有咲……おかえり.wav,1
input\kasumi_wav\有咲……っ！.wav,0
input\kasumi_wav\有咲……っ？.wav,0
input\kasumi_wav\有咲……違うよ、有咲。私達、有咲が頑張ってるところ何回も見てる！有咲が努力してるところ、今までずっと見てきてる！.wav,0
input\kasumi_wav\有咲……！お願い、力を貸して！.wav,2
input\kasumi_wav\有咲……？.wav,2
input\kasumi_wav\有咲、あとでね〜！.wav,2
input\kasumi_wav\有咲、いっくよ～～～。ん？　右足？　左足からだっけ？？.wav,0
input\kasumi_wav\有咲、いっつも頑張って、努力して――楽器の練習してるじゃん.wav,0
input\kasumi_wav\有咲、おたえ、さーや、りみりん！！！これ見てよ！　これ、全部応援メッセージだよ！！.wav,2
input\kasumi_wav\有咲、おはよー！.wav,2
input\kasumi_wav\有咲、お願いっ！.wav,2
input\kasumi_wav\有咲、きらきら星はバンドの基本だよ！バンドはきらきら星に始まり、きらきら星に終わる！.wav,2
input\kasumi_wav\有咲、どうしたの？あ、もしかしてこっちのチョココロネ食べたかった？.wav,0
input\kasumi_wav\有咲、なかなか帰ってこないね…….wav,1
input\kasumi_wav\有咲、なに見てるの？.wav,0
input\kasumi_wav\有咲、やったことあるの？.wav,0
input\kasumi_wav\有咲、りみりん……おかえり！一緒にお弁当食べよう！.wav,0
input\kasumi_wav\有咲、りみりん、さーやにおたえ！みんなーっ！　会いたかったよ〜！.wav,2
input\kasumi_wav\有咲、りみりん！昨日は練習行けなくて、ごめん！.wav,2
input\kasumi_wav\有咲、一緒に歌おう！.wav,2
input\kasumi_wav\有咲、今年の目標って決まった？.wav,1
input\kasumi_wav\有咲、何やってるの？手伝おっか！？.wav,1
input\kasumi_wav\有咲、先生から呼び出し？　なんだろうね？なんか心当たりある？.wav,1
input\kasumi_wav\有咲、勉強教えて〜〜！！.wav,2
input\kasumi_wav\有咲、待って〜、市ヶ谷さん！.wav,2
input\kasumi_wav\有咲、得意じゃん、カスタネット！.wav,0
input\kasumi_wav\有咲、有咲〜！こんなにいい天気だと、外で演奏したくなっちゃうねっ♪.wav,2
input\kasumi_wav\有咲、枕が変わると眠れないのかな？.wav,1
input\kasumi_wav\有咲、楽しくないの？　ポピパ…….wav,1
input\kasumi_wav\有咲、様子が変だったから…….wav,1
input\kasumi_wav\有咲、照れてる～！.wav,2
input\kasumi_wav\有咲、私バイトがんばるね！もうビシッと決めちゃうから！.wav,0
input\kasumi_wav\有咲、見て見て！このフルーツタルト、すごく豪華じゃないっ！？.wav,2
input\kasumi_wav\有咲、言ってたよね？　りみりんに謝りたいって！だから今から行こ？　私も一緒に行くから.wav,1
input\kasumi_wav\有咲、靴下かわいい～っ！.wav,2
input\kasumi_wav\有咲〜、今日蔵に遊びに行ってもいい？.wav,0
input\kasumi_wav\有咲〜〜〜！！.wav,2
input\kasumi_wav\有咲〜〜！！.wav,2
input\kasumi_wav\有咲ぁ～！.wav,2
input\kasumi_wav\有咲ぁ～！　おはよ～！.wav,2
input\kasumi_wav\有咲ぁ～～！　助けてぇ～～！！.wav,2
input\kasumi_wav\有咲いる～？　おーい、有咲！.wav,2
input\kasumi_wav\有咲からおばあちゃんへの『いつもありがとう』って気持ちとか、普段は言えない気持ちとかをたくさん聞いて、そういうのをいっぱいいっぱい詰めこんだ歌詞を書いてたら.wav,1
input\kasumi_wav\有咲がやる気だ…….wav,0
input\kasumi_wav\有咲が一緒に食べたいって.wav,0
input\kasumi_wav\有咲が盆栽の雑誌じゃなくて、音楽の雑誌を読んでるっ！？.wav,2
input\kasumi_wav\有咲だってそうでしょ？.wav,1
input\kasumi_wav\有咲だって新しい傘を買ったら、早く雨が降らないかな～って思うでしょ？.wav,1
input\kasumi_wav\有咲って……本当にすごい人だったんだ…….wav,1
input\kasumi_wav\有咲って盆栽好きだよね。なんか楽しそう.wav,0
input\kasumi_wav\有咲っ！それは言わない約束でしょっ！？.wav,2
input\kasumi_wav\有咲でもだめかー.wav,2
input\kasumi_wav\有咲と一緒に好きな歌を歌ったら、絶対ポピパのみんなも楽しんでくれると思う！.wav,0
input\kasumi_wav\有咲に伝われ……っ！えいっ……えいっ……！.wav,2
input\kasumi_wav\有咲に食べられたらなくなっちゃう！.wav,2
input\kasumi_wav\有咲ね、１人で何かを悩んでるみたいなの。聞いても私達には、なんにも話してくれなかったけど…….wav,1
input\kasumi_wav\有咲のおばあちゃんの卵焼きは別腹だも～ん.wav,0
input\kasumi_wav\有咲のほうが変だよ！.wav,2
input\kasumi_wav\有咲のクラスメイト？.wav,1
input\kasumi_wav\有咲の盆栽の隣に並べたら、きっと賑やかになると思うよ.wav,2
input\kasumi_wav\有咲の蔵で初めてギターを見つけた時の、何かが始まりそうなワクワクとドキドキとか～.wav,0
input\kasumi_wav\有咲の蔵に持ってくお菓子なんです！い～っぱい買っちゃいました♪.wav,0
input\kasumi_wav\有咲は、大したことないって言ってたけど、めちゃめちゃ大したことあるよね～.wav,1
input\kasumi_wav\有咲は、忘れろ、とか言ってたけどね！あははは…….wav,0
input\kasumi_wav\有咲はカッコ悪くないし、最低なんかじゃない！有咲がポピパをやめるなら、ポピパは解散だよっ！.wav,0
input\kasumi_wav\有咲は何を悩んでるの？私達にちゃんと話してほしいんだけど…….wav,1
input\kasumi_wav\有咲は？　有咲はなにか思いついた？.wav,0
input\kasumi_wav\有咲もきっと喜んで、飛んでくると思う！ちょっと待ってて.wav,0
input\kasumi_wav\有咲もしてる？.wav,0
input\kasumi_wav\有咲もやる？.wav,1
input\kasumi_wav\有咲もドキドキしたでしょ、この前のライブ！.wav,0
input\kasumi_wav\有咲も一緒に食べるんだよー.wav,2
input\kasumi_wav\有咲も好きだよ！.wav,2
input\kasumi_wav\有咲も早く！ここに入ってよ！.wav,0
input\kasumi_wav\有咲ー…….wav,2
input\kasumi_wav\有咲ー、お待たせー！.wav,2
input\kasumi_wav\有咲ー！　有咲ー！私！　戸山香澄！　香澄ー！.wav,2
input\kasumi_wav\有咲来たー！も～、遅いから心配しちゃったじゃん.wav,0
input\kasumi_wav\有咲来たー！有咲も入って！　映画の話しよー！.wav,0
input\kasumi_wav\有咲達、生徒会の人もすごくがんばってくれたんだ！細かく誤字のチェックとか他にも色々してくれたんだって！.wav,1
input\kasumi_wav\有咲達にも連絡しとかなきゃ！『みんなもライブやりたいよね？　予約しておくね！』送信っと！.wav,1
input\kasumi_wav\有咲！　もー、どこ行ってたの？.wav,1
input\kasumi_wav\有咲！　ドレスすっごくかわいい！めちゃめちゃ似合ってるよ！.wav,2
input\kasumi_wav\有咲！　ホントにすごいよっ！う、うわ～～～っ！　今度は英語が出てきたよっ！.wav,2
input\kasumi_wav\有咲！　今のはひどいよ……りみりん、具合悪いのに頑張ってくれてるんだよ！今の言い方はよくないよ！.wav,1
input\kasumi_wav\有咲！　合宿…….wav,2
input\kasumi_wav\有咲！　待って、違うって！今のは私のせいだって！私が、全然うまくできないからだよ！.wav,0
input\kasumi_wav\有咲！この前はムリに練習に連れて行っちゃって、ごめんね……私、有咲の気持ち全然考えてなかったのかも…….wav,0
input\kasumi_wav\有咲！これからもずーっと一緒にお弁当食べようねっ！約束だよ！.wav,0
input\kasumi_wav\有咲！？　何言って…….wav,0
input\kasumi_wav\有咲？　りみりん？　……みんな寝ちゃった？.wav,0
input\kasumi_wav\有咲～、この前はプレゼントありがとね！.wav,0
input\kasumi_wav\有咲～、ごめんなさーい！お願いだから、宿題手伝ってぇ～！.wav,2
input\kasumi_wav\有咲～、覚悟してなよ～。またみんなでキラキラドキドキして、ぜ～～～ったい、一緒にお弁当食べるんだから！.wav,0
input\kasumi_wav\有咲～っ！.wav,2
input\kasumi_wav\有咲～！　ちょっとこっち来て！.wav,0
input\kasumi_wav\有咲～！じゃじゃ～ん！景品取れたよ～♪.wav,0
input\kasumi_wav\有咲～？　私の話、聞いてる～？.wav,0
input\kasumi_wav\服の匂いって、最初変だよね.wav,0
input\kasumi_wav\本当にありがとうございました！.wav,0
input\kasumi_wav\本当にみんなに愛されてる部長さんなんだなぁって、なんだか私まで泣きそうになっちゃいました.wav,0
input\kasumi_wav\本当に楽しいライブだったね！みんなの演奏、すっごくキラキラドキドキした！.wav,0
input\kasumi_wav\本当のことを教えてもらおう！.wav,2
input\kasumi_wav\本当は嬉しいくせにー♪.wav,0
input\kasumi_wav\本当！？　ありがとうっ！.wav,2
input\kasumi_wav\本当！？　じゃあ今のうちに名前決めとかなきゃ！.wav,2
input\kasumi_wav\本当！？　食べる食べる！　ありがとうりみりん！わあ♪　お餅がいっぱい入ってる！.wav,2
input\kasumi_wav\本当！？おたえ大好き！.wav,2
input\kasumi_wav\本物を使えないのって大変そう！.wav,2
input\kasumi_wav\来年はあっちゃんもロックも一緒にやろうね！狙うは優勝だよ～！.wav,0
input\kasumi_wav\来年は一緒にパレード出ようねって約束したし、今から楽しみ～♪.wav,0
input\kasumi_wav\来年も、みんなと一緒にお花見できたらいいな～.wav,0
input\kasumi_wav\来月、やっちゃう！？.wav,0
input\kasumi_wav\来週、健康診断があるの忘れてました…….wav,2
input\kasumi_wav\案内できてよかったね！.wav,0
input\kasumi_wav\桜の木の下にいると、なんて言うんだろ？自然と心の距離が縮まっていく、って言うか？そんな感じ、しない？.wav,0
input\kasumi_wav\楽しい気持ちがどこまでもつながっていって、ずーっと続いていく感じ！.wav,0
input\kasumi_wav\楽しくないの！？.wav,2
input\kasumi_wav\楽しさや嬉しさが、いっぱいいっぱい増えていって……！.wav,2
input\kasumi_wav\楽しみにしてて！　私絶対ぜったい、そんな歌を作ってみるよ！.wav,2
input\kasumi_wav\楽器屋さん？え？　３階にそんなのあったっけ？.wav,0
input\kasumi_wav\楽屋に置いてあったノート！有咲も見て。『SPACE NOTE』だって.wav,1
input\kasumi_wav\機会があったら１年生だけじゃなくて、上級生の先輩たちも一緒にでかけたりしてみたいなあ♪.wav,0
input\kasumi_wav\次が最後なんだよ。なくなっちゃうんだよ.wav,0
input\kasumi_wav\次こそはいい点を取れるように、がんばりますね！.wav,0
input\kasumi_wav\次の写真はね～……あ、これ、あっちゃんとロックだ！.wav,1
input\kasumi_wav\次は、みんなでどこに行こっか？そうだ！　こころんにも相談してみよう！.wav,0
input\kasumi_wav\次はね～……はい、『貝殻の岩場』！.wav,0
input\kasumi_wav\欲しいのがいっぱいあって迷っちゃったよ～.wav,0
input\kasumi_wav\歌詞か〜、それもいいよね〜！でも、私はやっぱり…….wav,1
input\kasumi_wav\歌！　これを歌にすればいいんだよ！.wav,2
input\kasumi_wav\歩いてる時にたまたま目が合って、一緒に写真撮ろーってなったんだ～.wav,0
input\kasumi_wav\毎日、たくさん、ね！楽しみでたまらないよ♪.wav,2
input\kasumi_wav\毎日いろんなことがあって、だから今日はどんなキラキラドキドキに出会えるんだろうって、RiNGに来るのが楽しみなんだ～.wav,0
input\kasumi_wav\気に入ってくれてたんだ！……わあっ、なんかすっごい嬉しいなー.wav,0
input\kasumi_wav\気に入りすぎて、今日の練習にも持ってきちゃった！ほら！.wav,0
input\kasumi_wav\気持ちが通じ合ってれば、みんなと仲よくなれるって！.wav,0
input\kasumi_wav\決まったら招待状を出すから楽しみにしててね！.wav,0
input\kasumi_wav\決めたっ！　買っちゃおうっと♪.wav,2
input\kasumi_wav\沙綾が試作品を作り過ぎちゃったって、たくさんくれたんです.wav,0
input\kasumi_wav\準備……そういえば、何か大事なことを忘れてるような……気のせいかな？.wav,1
input\kasumi_wav\照れてる？.wav,0
input\kasumi_wav\燐子せんぱ～いっ！！.wav,2
input\kasumi_wav\燐子先輩って、お家ではどんな曲を弾いてるんですか？.wav,1
input\kasumi_wav\燐子先輩！いろいろ教えてくれてありがとうございましたっ！それじゃ行こうっ、美咲ちゃん！.wav,0
input\kasumi_wav\牛込さん、昨日いたよね！バンドやってるの？　いつからやってるの？何弾くの？　歌？　ライブいつ？.wav,0
input\kasumi_wav\特にイヴちゃんにはいっぱい、いーっぱい助けてもらっちゃいました！.wav,0
input\kasumi_wav\特に１曲目！　最初からばっちり決まっててカッコ良かった〜！.wav,0
input\kasumi_wav\猫ちゃんクッションです！雑貨屋さんで見た時、一目惚れしちゃって！気に入ってもらえたら嬉しいです！.wav,0
input\kasumi_wav\猫の威嚇っ。さーやも！.wav,2
input\kasumi_wav\瑠唯ちゃんは、アイスが好きなの？.wav,1
input\kasumi_wav\生き物なら、ちょっとずつ成長していく！.wav,0
input\kasumi_wav\生徒会やおもちゃの病院の人達が協力してくれたおかげだね！やってみて良かった！.wav,0
input\kasumi_wav\盆栽を見て、樹齢を当てる……みたいな？.wav,0
input\kasumi_wav\睡眠促進アイマスクに～、ミニサボテン！あとネコネコマグカップとウニのフィギュア！.wav,0
input\kasumi_wav\知ってると思うけど、あれってすっごいカッコイイよね？.wav,0
input\kasumi_wav\知ってるよ！小さい頃、絵本で見たことあるよ！.wav,1
input\kasumi_wav\確かに……みんなも一緒のほうが、もっと盛り上がるかも！連絡してみるね！.wav,0
input\kasumi_wav\確かに、そうかも……うん！　絶対そうだよ！.wav,0
input\kasumi_wav\確かにあの時は、すっごいショックだったけど、あれがあったから、ポピパは成長できたんだと思う！.wav,0
input\kasumi_wav\確かにそうかもっ！ハミガキしてるときとか〜、ご飯食べてるときとか！.wav,0
input\kasumi_wav\確かにつぐも、ホントに似合ってるよね～。女の子っぽい雰囲気が、いかにもつぐって感じ！.wav,0
input\kasumi_wav\確かに！　あの盛り上がり方はすごかったですもん。私達、超能力を使ってたのかも！.wav,1
input\kasumi_wav\確かめに行こう！.wav,2
input\kasumi_wav\確保ーー！！.wav,2
input\kasumi_wav\福引き券！？.wav,0
input\kasumi_wav\私……みたいに？.wav,1
input\kasumi_wav\私、あのあと１人でいろいろ考えてみたんだ。今、私達がやらなきゃいけないこと、何かなって.wav,1
input\kasumi_wav\私、あの日のことは一生忘れないなー…….wav,1
input\kasumi_wav\私、いままで一番ってくらい忙しいのかも……！.wav,0
input\kasumi_wav\私、お菓子買ってきたから、みんな食べて！ここに広げておくから.wav,0
input\kasumi_wav\私、こ、今度パン屋さん手伝うよっ！？.wav,2
input\kasumi_wav\私、こういうの得意なんだ～.wav,1
input\kasumi_wav\私、この前の英語の小テスト、あんまりよくなかったから、予習しておこうと思ったんだ.wav,0
input\kasumi_wav\私、これからもみんなと頑張っていきたいなってあらためて思えたんだ！.wav,2
input\kasumi_wav\私、これ以上気まずいの、嫌だから！.wav,0
input\kasumi_wav\私、ずっとひとりでがんばろうとしてた。自分ががんばらなくちゃって、みんなのこと見れてなかった.wav,1
input\kasumi_wav\私、そんなのやだ……そんなの絶対にやだよ……っ！.wav,0
input\kasumi_wav\私、ちょっと行って連れてこようかな？.wav,0
input\kasumi_wav\私、もう１回みんなのキラキラドキドキを取り戻すから！だからりみりんも――.wav,0
input\kasumi_wav\私、やってみたーいっ！おじさん！　１回お願いしまーす！.wav,0
input\kasumi_wav\私、クリアファイルに入れて下敷き代わりにしてるんだ～！……ほらっ！.wav,2
input\kasumi_wav\私、バンドを始めてからしばらく経つけど、まだまだ音楽には、自分の知らない世界がいっぱいあって…….wav,1
input\kasumi_wav\私、パソコンぜんぜんわからないから、助かったよりみりん！ありがとう！.wav,0
input\kasumi_wav\私、ラストライブの日は覚えてたんだけど、オーディション合格の日まではちょっと怪しくて…….wav,1
input\kasumi_wav\私、先輩だし～？１年生の問題ぐらい答えられるもん…….wav,1
input\kasumi_wav\私、変態なのかな……？.wav,1
input\kasumi_wav\私、小さい頃『星の鼓動』を聞いたことがあって。キラキラ、ドキドキって、そういうのを見つけたいです.wav,0
input\kasumi_wav\私、小さい頃に山奥で星を見た時に……星の鼓動を感じたことがあって.wav,0
input\kasumi_wav\私、思うんだ！あんなふうに閉会式ができたのも、こうやって後夜祭を楽しめたのも…….wav,0
input\kasumi_wav\私、日菜さんが教えてくれた、星の輝きの話がとっても印象に残ってるんだ.wav,2
input\kasumi_wav\私、有咲とキラキラドキドキしたい！バンド、一緒にやろう！　絶対楽しいよ！.wav,0
input\kasumi_wav\私、雨上がりの散歩って、すごく好きなんです。空気が澄んでる感じがして、すっごく気持ちいいから.wav,1
input\kasumi_wav\私がこの学校に来たのは楽しそうだったからです.wav,0
input\kasumi_wav\私が人魚と一緒にライブやる時は、絶対応援に来てね？約束だよ！.wav,0
input\kasumi_wav\私が無理やり練習に連れ出したから……有咲のこと――.wav,1
input\kasumi_wav\私が笑ってたわけは、この写真！.wav,0
input\kasumi_wav\私こういう、楽しいとか嬉しいって気持ちがどんどんつながっていく感じが大好きなんです.wav,1
input\kasumi_wav\私こそ、ごめんね……有咲がポピパのこと嫌いになっちゃったのかもって思っちゃった。そんなわけないのにね.wav,0
input\kasumi_wav\私たち、最高の仲間だよ！これからも、ずーーーーっと！！.wav,2
input\kasumi_wav\私たち、演奏したいです！.wav,2
input\kasumi_wav\私たちがバーンと盛り上げて――絶対、来年もお祭り、できるようにしようねっ！.wav,2
input\kasumi_wav\私たちだって演奏、したいよ…….wav,0
input\kasumi_wav\私たちで協力して、お祭りを復活させられないかな？.wav,0
input\kasumi_wav\私たちにできることって、演奏だと思う！演奏することで、この感覚を知ってもらおうよ！.wav,0
input\kasumi_wav\私たちにとっての蔵みたいな場所って、他のバンドにもあったりするよね！.wav,1
input\kasumi_wav\私だけじゃなくて、みんな、盛り上がってたよ！ねえ、有咲？.wav,0
input\kasumi_wav\私だってわかんない！　ただ学校でもっと有咲とお喋りしたいよ！　一緒にどうでもいい話で笑い合いたい！一緒に……お弁当食べたいの.wav,0
input\kasumi_wav\私とモカちゃんですっごいプラン考えてあるから！期待してていいよっ.wav,0
input\kasumi_wav\私と有咲は一緒に買いに行ったからあるけど……まあ、そのときはまた、みんなで買いに行けばいいよね！.wav,1
input\kasumi_wav\私と生徒会、どっちが大事なの……っ！？.wav,2
input\kasumi_wav\私なんて、むしろ面倒見てもらってる気がするよー…….wav,1
input\kasumi_wav\私なんて、全然すごくないよ……だって私が余計なことしちゃったからこんなことになっちゃったんだよ？.wav,1
input\kasumi_wav\私にはね、話したいことがたくさんあるんだよ！有咲に聞いてもらいたい話がたくさんあるの！.wav,0
input\kasumi_wav\私ね……小さい頃に聞こえた『星の鼓動』みたいに、ライブでみんなをドキドキさせたいなって思うんだ.wav,0
input\kasumi_wav\私ね……有咲がポピパのこと嫌いになっちゃったんじゃないかって、心配してたの……っ！.wav,0
input\kasumi_wav\私ね、ずーっと思ってたの。バンドってすごいな、音楽って偉大だなー、って.wav,0
input\kasumi_wav\私ね、今回のことがあって、もう１回よーく考えてみたんだ。キラキラドキドキって、なんなのか.wav,0
input\kasumi_wav\私ね、小さいころ、はぐと一緒に、公園でよく遊んでたんだ！.wav,0
input\kasumi_wav\私のオススメは～……やっぱり、この写真かな！赤い貝殻で目を隠してるやつ！　えへへ、カッコいいでしょっ？.wav,0
input\kasumi_wav\私の目標は、今年もキラキラドキドキの１年にする、だよ！.wav,0
input\kasumi_wav\私の胸の中だけにあった小さなキラキラドキドキが、みんなにも広がって、どんどん大きくなってるんです.wav,1
input\kasumi_wav\私の部屋が、星空に……！？.wav,0
input\kasumi_wav\私は、あんまり地下って行かないから、ずっと知らなかったんだ〜.wav,0
input\kasumi_wav\私は、とにかくみんなと会って話がしたい。有咲にもおたえにもりみりんにも！.wav,1
input\kasumi_wav\私は、フォトアルバムを探してたんです.wav,1
input\kasumi_wav\私は、ベーコンとサラミでしょ？あ、あとは照り焼きチキンと、ハム！.wav,0
input\kasumi_wav\私は、部屋の中にちゃーんと飾ったんだ〜！.wav,2
input\kasumi_wav\私はずっとその音を聴いたときみたいなドキドキを追いかけて……それで、今の自分がある.wav,0
input\kasumi_wav\私はね、ちょっと前のこと、いろいろ思い返してたんだ.wav,0
input\kasumi_wav\私はねー、ドラキュラだと思うんだ！.wav,0
input\kasumi_wav\私はねー、下見してるとこっ！.wav,0
input\kasumi_wav\私はねー、最近ショッピングモールの近くにたい焼き屋さんができたでしょ？あそこのたい焼きがすっごく美味しいんだ～！.wav,0
input\kasumi_wav\私はね～……今年もポピパみんなで楽しくバンドができますように！.wav,0
input\kasumi_wav\私ははぐと一緒に遊べて良かったなー.wav,0
input\kasumi_wav\私はもうちょっとここにいようかな。それじゃ、またね！.wav,0
input\kasumi_wav\私はパーティしてライブでしょー。それで、またパーティしてライブして、最後もパーティしてライブする！.wav,0
input\kasumi_wav\私は料理、ちょっと苦手だからお菓子を持って行ったんだ。えへへ…….wav,0
input\kasumi_wav\私は降っててほしいなぁ.wav,1
input\kasumi_wav\私は１日でも早く、今まで通りのポピパに戻りたい！.wav,0
input\kasumi_wav\私も……このままじゃダメだとは思ってましたけど、どうしたらいいのか全然わからなくて。それでつい……さーやの前で弱気になっちゃったんです.wav,1
input\kasumi_wav\私も、そう思います！.wav,2
input\kasumi_wav\私もこのあと、親戚の集まりがあるから短い時間だけど、全力で初詣を楽しもうね！.wav,0
input\kasumi_wav\私もさんせー！　いろんな大きさ、いろんな色のジャック・オー・ランタンがあったら、かわいくない？.wav,0
input\kasumi_wav\私もそう思います！うぅ～っ！　次のライブもがんばらなきゃ！.wav,2
input\kasumi_wav\私もだよ、はぐっ！こうやってまた会えたのも、子供のころ、七夕の短冊にお願いしたからだね！.wav,0
input\kasumi_wav\私もだよ～！　それでそれで！？何か手掛かりあった！？.wav,0
input\kasumi_wav\私もまりなさんに見てもらいたかったなぁ～。もっともっと大合同体育祭の話をしますね！.wav,0
input\kasumi_wav\私も何にするか決めないと……う～ん…….wav,1
input\kasumi_wav\私も届けた～い！あとで有咲たちとネットで探してみよう！.wav,0
input\kasumi_wav\私も彩先輩に負けないようにがんばらないと、ですね！.wav,2
input\kasumi_wav\私も手伝います！.wav,2
input\kasumi_wav\私も最初は緊張したけど、すっごい楽しかったよ！練習の合間にも、いろんな話できたし！.wav,0
input\kasumi_wav\私も来年はぜーったい忘れないからね！ほら、スケジュール帳にももう書いておいたんだ！.wav,0
input\kasumi_wav\私も泊まりたい！.wav,2
input\kasumi_wav\私も燃えてきたよーっ！.wav,2
input\kasumi_wav\私も私もっ！でも、りみりんもいいこと書いてあったってことは〜……二人でいれば、２倍いいことが起きるかもっ！？.wav,0
input\kasumi_wav\私も私も！あのね、今回ロッキンスターフェスに参加して、思ったことがあったんだ.wav,0
input\kasumi_wav\私も私も！拍手の波が押し寄せてきて、ジーンってきちゃった～～～.wav,0
input\kasumi_wav\私も言葉はわからなかったけど、ジェスチャーしたら、オッケー！　って言ってくれたから.wav,1
input\kasumi_wav\私も～！最後の最後までめいっぱい楽しもうねっ！.wav,0
input\kasumi_wav\私達、まだやれます。明日の私達は今日よりももっとうまくできます！.wav,2
input\kasumi_wav\私達、今日は新年の挨拶も兼ねてCiRCLEに練習しに来たんだ～っ！　今は休憩中！.wav,0
input\kasumi_wav\私達がみんなと力を合わせてきたみたいに、これからもライブと力を合わせて成長していこう！.wav,0
input\kasumi_wav\私達がやらなきゃいけないことは、たぶん……もう１回、みんながキラキラドキドキできるようにすること――.wav,0
input\kasumi_wav\私達がキラキラドキドキするもの……それは……これ！.wav,1
input\kasumi_wav\私達が成長できたように、周りに影響されて、みんなに応援されて、ちょっとずつ変わっていくはずです！.wav,0
